artist,artist_id
Slime Girls,16iBr8TYdeNxgwmuS6v3bL
Slingshot Dakota,22z35Pg6hVKGm3pn84nyHU
Smash Mouth,2iEvnFsWxR0Syqu2JNopAd
Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i
Smith Westerns,3yEqgEvatASNm30zZR3ZHl
Snowing,7swQ7gmKDlIOsnl0bdnaXn
Social Distortion,16nn7kCHPWIB6uK09GQCNI
Soft Cell,6aq8T2RcspxVOGgMrTzjWc
Sonic R,5D0EpGSrGmfGPlk8aOAqEj
Sonic Riders,0oDb8TEtxsz5EG1aXGQ1ds
Sonic X,7jWow7t3Md9ojX2YCyi5DX
Sonic Youth,5UqTO8smerMvxHYA5xsXb6
Sorority Noise,7jXQfCP0xRnnind08ie0zT
Soul Assylum,
Soul Coughing,5TOosZsVbwb5O1BOFdcLmw
Soundgarden,5xUf6j4upBrXZPg6AI4MRK
Sparta,2yHxc12dEUiLXNeqUadxBh
Speedy Ortiz,6YHfq8Pg3lZPo1u0PaQ8ob
Spin Doctors,2PSiyldxmJze7xiqbz658m
Spoon,0K1q0nXQ8is36PzOKAMbNe
Spose,3tM6SwRysCaIK0kW4h0mVP
Star Fucking Hipsters,0ZyPhNogYtuJGK8ZdYQpQG
Steve Burns,53aiWBnxk5g6rNjG1dhA00
Steve Miller Band,6QtGlUje9TIkLrgPZrESuk
Steve Perry,5xQKoGD7Ql92fWd1uWwKkf
Steve Winwood,5gxynDEKwNDgxGJmJjZyte
StewRat,1whBDD52kwsceYUp97YF7q
Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z
Strange Talk,0trBqRcZ4lXqh8FERL5ZMa
Stroke 9,6Nwc4urCR2Qdx302j2XIlv
Sublime,0EdvGhlC1FkGItLOWQzG4J
Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c
Sugar Ray,4uN3DsfENc7dp0OLO0FEIb
Sugar Ray Feat. Nick Hexum,
Sum 41,0qT79UgT5tY4yudH9VfsdT
Sun Araw,0A8iR5hxyyISL6XMkMhpRn
Sunny Day Real Estate,2lZkXWxkZsZzBocxMjN1or
Super Mash Bros.,2bXcj0F0inj8vgmUb303i6
Superchunk,7lmde7T1WJPFwv1eR6melP
Surfer Blood,0IlQRCafsMrd0QkTRBU6n0
Surfin' S.R.A Remix,
Swan Lake,39DD6k6CJBRV8FjAMcrV5u
Sweet Valley,0Rh2F37PiLjhYaERywNulu
Swimful Buterfly,
TV On The Radio,3HJIB8sYPyxrFGuwvKXSLR
TV on the Radio,3HJIB8sYPyxrFGuwvKXSLR
Tackle,4hwCoTBEEdt6ZmjvNmWSV0
Taking Back Sunday,24XtlMhEMNdi822vi0MhY1
Tame Impala,5INjqkS1o8h1imAzPqGZBb
Team Teamwork,
Tears For Fears,4bthk9UfsYUYdcFyqxmSUU
Ted Leo and the Pharmacists,5hbH3dvtk49g07qpc1QwPe
Ted Poley & Jun Senoue,
Teen Daze,2GE6MAdyGzeXpY9TwIYd3l
Teen Suicide,2cAvReLDmjFQtCJFDJbHBU
Teenage Cool Kids,5aNLw2ucGnQWnEpqYqxaAk
Teenage Riot,1EMlPfrse4I1I1hA3iwhk9
Temple Of The Dog,0iHb0mCbqZTYeb4y9Pirrd
Tennis,1ybAN3utgdoUL1MUCtH4QM
The 5.6.7.8's,5MZqcO35TJh5QXaFmvXmUy
The Adventures Of Duane & BrandO,73Q3Xyt6q3gcTZGC8aNzWz
The Adventures of Duane & BrandO,73Q3Xyt6q3gcTZGC8aNzWz
The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT
The Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR
The Aquabats,0WgiEOrXlaXJGHKhkd9s4s
The Ataris,3LC8PXXgk7YtAIobtjSdNi
The Avalanches,3C8RpaI3Go0yFF9whvKoED
The Beach Boys,3oDbviiivRWhXwIE8hxkVV
The Beatles,3WrFJ7ztbogyGnTHbHJFl2
The Black Angels,0VNWuGf8SMVU2AerpdhMbP
The Black Mages,
The Bravery,2bcrMsFlF632EQ6VZERWFu
The Breeders,1xgFexIwrf2QjbU0buCNnp
The Cardboard Swords,3gOeOm5BGovGGF64kM98LP
The Cars,6DCIj8jNaNpBz8e5oKFPtp
The Church,2ZfogSsOWP4mVfEqfpLXCt
The Clash,3RGLhK1IP9jnYFH4BRFJBS
The Connect Four Orchestra,
The Cox Family,5fu3Po5z59bTfUgbcaE0ay
The Cranberries,7t0rwkOPGlDPEhaOcVtOt9
The Cure,7bu3H8JO7d0UbMoVzbo70s
The Dear Hunter,51lE580QM13Anmb3mK2j1e
The Decemberists,7ITd48RbLVpUfheE7B86o2
The Depreciation Guild,3Hg2a04c1Z2I3wKX32hLGU
The Dismemberment Plan,
The English Beat,1eVEVL20zNLcGrPDOR691N
The Fairfield Four,2QbOmHGXuu6YicESTiz3ck
The Fall of Troy,5fuQrhMRYMtoO9uOlFad4P
The Fire Theft,7CVHpcuVERzqAJcP2ddoFy
The Flaming Lips,16eRpMNXSQ15wuJoeqguaB
The Flatlanders,12be6Vj2WgNyx4x6vuGvhy
The Format,3ZJC8cLts8Q8s8JbNJKsLf
The Fratellis,3M4ThdJR28z9eSMcQHAZ5G
The Future Heads,
The Get Up Kids,54Bjxn26WsjfslQbNVtSCm
The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA
"The Good, The Bad & The Queen",6iy8nrBbtL57i4eUttHTww
The Green Kingdom,4EOmRRSrO3mMPt9W4knkJO
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg
The Hives,4DToQR3aKrHQSSRzSz8Nzt
The Horrors,7EFB09NxZrMi9pGlOnuBpd
The J. Geils Band,69Mj3u4FTUrpyeGNSIaU6F
The Jackson 5,2iE18Oxc8YSumAU232n4rW
The Jacksons,2yrbLiuBmc9j81lTX3XUuI
The Jam,2P560DaOMNDUACoH8ZhOCR
The Jesus and Mary Chain,4rjlerN21ygkIhmUv55irs
The Kevin Gnartinez Band,
The Killers,0C0XlULifJtAgn6ZNCW2eu
The Living End,3ExT45ORJ8pT516HRZbr7G
The Long Winters,6zdwVjGPgGGZ7W5oBcisP2
The Mars Volta,75U40yZLLPglFgXbDVnmVs
The Meatmen,2Pu7FTzx1loEs7y6EWLljQ
The Mighty Mighty Bosstones,5uYXMC13cIUulobh204QuK
The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9
The New Pornographers,4mO4aGO6u29UyR6XLZR9XW
The Offspring,5LfGQac0EIXyAN8aUwmNAQ
The Pains Of Being Pure At Heart,3zmmBJseZelpVEHj8S6Dek
The Partridge Family,7u1mqP3ykglpCB2c1p1p5I
The Peasall Sisters,683lE3PgdanngWCkm4za5n
The Pillows,6ilYV5oF8whllOnm4VZlYR
The Pillows & Ben Kweller,
The Posies,5ZOh5D4MKLhU3GekPzNFam
The Protomen,2rVDi66o7gdeUq1OHUzM0W
The Receiving End Of Sirens,57fbnHozNJMl16yNzt4agV
The Replacements,4WPY0N74T3KUja57xMQTZ3
The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe
The Shins,4LG4Bs1Gadht7TCrMytQUO
The Silent Comedy,4s7QvzBMTW4BKWI5pVO2mY
The Smithereens,06KgaEpSluofkcChSo7TNr
The Smiths,3yY2gUcIsjMr8hjo51PoJ8
The So So Glos,3WrUzXz7uxtNFZuapRMhiP
The Soggy Bottom Boys,3T0CG1MKkAu9rxA2ezgyLC
The Stanley Brothers,0qqGnmHBX2yVvCITRAvuRD
The Strokes,0epOFNiUfyON9EYx7Tpr6V
The Thermals,4qAJ54O4V0W8SQcSz0bl1C
The Used,55VydwMyCuGcavwPuhutPL
The Vapors,4K3NWDwBIxgktui14SccR2
The Verve,2cGwlqi3k18jFpUyTrsR84
The Verve Pipe,242iqFnwNhlidVBMI9GYKp
The Von Bondies,5QPNEMldc8k1g5hT54PCWg
The Wallflowers,0jJNGWrpjGIHUdTTJiIYeB
The White Stripes,4F84IBURUo98rz4r61KF70
The Whites,75d2SGqtUsggybmf1BlbPd
The Who,67ea9eGLXYMsO2eYQRui3w
The World is a Beautiful Place & I am No Longer Afraid to Die,5bCNJ1ICzdnzK0yoCIP2Ip
The World is a Beautiful Place & I am no Longer Afraid to Die,5bCNJ1ICzdnzK0yoCIP2Ip
The Zombies,2jgPkn6LuUazBoBk6vvjh5
Them Crooked Vultures,4zYQWYmtimAEmI6WWEzGfO
These Walls Are Oceans,
Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS
This Mortal Coil,5OK8j1JnhoBlivN32G7yOO
This Town Needs Guns,5TUa95aB5Vu2CzwCnZd6t0
Tigers Jaw,0tLaqkKW7K6tc3QF9SM0M8
Tilly & The Wall,2dsXb3lvdajcCHgWZS4vxr
Tilly & the Wall,2dsXb3lvdajcCHgWZS4vxr
Tiny Moving Parts,5rJVTTK0ucAxQhkUc0nXbH
Tir Asleen,13hFZVKpBXWTP1nV9CdFlH
Titus Andronicus,5lJ4XQ2hlPlxACN7q3xKL1
Toad The Wet Sprocket,4j7EVY3kuDwLPfD2jfC7LC
Toad the Wet Sprocket,4j7EVY3kuDwLPfD2jfC7LC
Toadies,2QMMktUMtwMSwUZATX1cRO
Toby Fox,57DlMWmbVIf2ssJ8QBpBau
Todd Rundgren,0Lpr5wXzWLtDWm1SjNbpPb
Todd Rundgren & Bobby Womack,
Todd Rundgren & Utopia,
Toe,47yRnoOUz46ZKr9W3mKn5Z
Tonic,6qXwLwTLdA44HYsA26vaNU
Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP
Train,3FUY2gzHeIiaesXtOAdB7A
"Tunç Çakır, LudoWic",
U.S. Bombs,2yu3SWTzbVW04uIxegRzkP
U2,51Blml2LZPmy7TTiAg47vQ
Utada Hikaru,7lbSsjYACZHn1MSDXPxNF2
Uyama Hiroto,6AE5XsUcbWE2XrQccVVJyd
Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx
Van Morrison,44NX2ffIYHr6D4n7RaZF7A
Various,55GxwgjpoIuWz7TCMD5Xns
Various Artists,4vNhOl5osBeaXUSu0dnuzq
Vaughn,0wIb0PhwT3disoWykRhq6V
Vertical Horizon,6Hizgjo92FnMp8wGaRUNTn
Vestron Vulture,0TdyFEXGty3cRKFCI1CJPr
Vic Chesnutt,7EFfGZiKL1Ud3cspnlMq4H
Violent Femmes,0rpMdBzQXf7aYRnu5fDBJy
"Volcano, I'm Still Excited!!",3adPbPFVgA8WK2Vubloof5
Walküre; Freyja Δ Suzuki Minori; Mikumo Δ JUNNA; Kaname Δ Yasuno Kiyono; Reina Δ Touyama Nao; Makina Δ Nishida Nozomi,
Walküre; Kaname Δ Yasuno Kiyono; Reina Δ Touyama Nao; Makina Δ Nishida Nozomi,
Walküre; Makina Δ Nishida Nozomi; Freyja Δ Suzuki Minori; Kaname Δ Yasuno Kiyono; Reina Δ Touyama Nao,
Walküre; Mikumo Δ JUNNA; Freyja Δ Suzuki Minori,
Walküre; Mikumo Δ JUNNA; Freyja Δ Suzuki Minori; Kaname Δ Yasuno Kiyono; Reina Δ Touyama Nao; Makina Δ Nishida Nozomi,
Walküre; Mikumo Δ JUNNA; Kaname Δ Yasuno Kiyono; Reina Δ Touyama Nao; Makina Δ Nishida Nozomi,
Walküre; Reina Δ Touyama Nao; Mikumo Δ JUNNA; Freyja Δ Suzuki Minori; Kaname Δ Yasuno Kiyono; Makina Δ Nishida Nozomi,
Warren Franklin,5ub2IP1YottOMHKb6ECb8b
Wavves,6bUJpbekaIlq2fT5FMV2mQ
We Were Promised Jetpacks.,3gnrmLahFhVXRI9DA1MImH
We'll Die Smiling,7adFvcQrcrZOA7fcy1oUiR
Weezer,3jOstUTkEu2JkjvRdBA5Gu
White Rabbits,2t5yZKDT7oAMkOFkoToViO
White Town,1MPcILKoMCJym9KscdYxuM
Wilco,2QoU3awHVdcHS8LrZEKvSM
Wild Ones,0W0kuKgO5dLKxBOZUU2erM
Wolf Parade,0XSqX2PB3C5dTMv7SZaxSm
XTC,2qT62DYO8Ajb276vUJmvhz
XXYYXX,1iqXhsjGeWi2Gje5q0mFYb
YUNG BAE,30FDJPN3RtwJZ20g5YGCRX
Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2
Yuck,6l3BRLCpzfC8yxqf9thWAg
Zebrahead,6SiyKSeJo6gcsS2NvuAbsl
astroskeleton,3MNLrLvqseNi4Un4Xm9NVi
bansheebeat,0rpliexIQVx1nIe1amzuOC
boy crush,4zQsgAGPkK9qEL7sPNjLBv
casio dad,0MzjcFfloc89IeOqr5EsTK
clover & sealife,0UCPXLqtaVJXXP0jErYuuv
courtney barnett,4OOlG5eBXSkSAAEeKjJb5Y
fat jon,5Fmr3KeGe2IAVFmMxUq1sD
flap+frog,
fthrsn,
fun.,5nCi3BB41mBaMH9gfr6Su0
fusq,0q0K0FV5t8OnVpbIQTXOhI
htrspltn,0m23nVJwxdu3ukCqXvAqRJ
iamthekidyouknowwhatimean,0H7Yagyg2p919OieNU4vQQ
k-wix,
kanon_kid,
mewithoutYou,3D4qYDvoPn5cQxtBm4oseo
my bloody valentine,3G3Gdm0ZRAOxLrbyjfhii5
oso oso,63GTn25wbdRNX3ijCHvYxD
shanebro,
sinowBeat,
slow warm death,3wG68jumVtBpXgTrrtXE2W
snacs,
toby fox,57DlMWmbVIf2ssJ8QBpBau
toe,47yRnoOUz46ZKr9W3mKn5Z
tomppabeats,0Q2Tc5yZFJpumLMc7Yz4e4
tumult,7EVIOZxpO91C342b292tz0
スーパーセックス永遠にSUPERSEX420,
フェーディングfault.,
フレイアΔ鈴木みのり,
マクロスMACROSS 82-99,
ワルキューレ,
ワルキューレ with Claire,
原子邦妮,3PTsVPijj4pjIol9yML0rK
平田志穂子,
忍,2mmv8uCKFZO1r7zcEJe1lp
植松伸夫,3V79CTgRnsDdJSTqKitROv
目黒将司,
美雲ΔJUNNA,
美雲ΔJUNNA、カナメΔ安野希世乃、レイナΔ東山奈央、マキナΔ西田望見（from ワルキューレ）,
